created_at,EC (mS/cm),pH (pH),ECPH control
2024-01-23T14:17:47+08:00,0.9147,5.3771,1
2024-01-23T14:18:02+08:00,0.91538,5.48702,1
2024-01-23T14:18:19+08:00,0.91538,5.5771,1
2024-01-23T14:18:34+08:00,0.9147,5.7458,1
2024-01-23T14:18:50+08:00,0.9147,5.8771,1
2024-01-23T14:19:06+08:00,0.9147,5.95343,1
2024-01-23T14:19:22+08:00,0.91606,6.00611,1
2024-01-23T14:19:38+08:00,0.9147,6.04427,1
2024-01-23T14:19:53+08:00,0.9147,6.07557,1
2024-01-23T14:20:08+08:00,0.9147,6.09847,1
2024-01-23T14:20:24+08:00,0.9147,6.11908,1
2024-01-23T14:20:40+08:00,0.9147,6.13282,1
2024-01-23T14:20:55+08:00,0.91538,6.14656,1
2024-01-23T14:21:10+08:00,0.91674,6.15496,1
2024-01-23T14:21:26+08:00,0.91743,6.16412,1
2024-01-23T14:21:42+08:00,0.91879,6.17099,1
2024-01-23T14:21:57+08:00,0.92152,6.17634,1
2024-01-23T14:22:13+08:00,0.92084,6.18321,1
2024-01-23T14:22:29+08:00,0.92152,6.18931,1
2024-01-23T14:22:46+08:00,0.92152,6.19084,1
2024-01-23T14:23:01+08:00,0.92152,6.19847,1
2024-01-23T14:23:17+08:00,0.92084,6.20305,1
2024-01-24T13:54:50+08:00,0.93191,4.00305,0
2024-01-24T13:55:07+08:00,0.93022,4,1
2024-01-24T13:55:23+08:00,0.93079,3.99466,1
2024-01-24T13:55:40+08:00,0.94144,4.17557,1
2024-01-24T13:55:55+08:00,0.942,4.52443,1
2024-01-24T13:56:10+08:00,0.942,4.8374,1
2024-01-24T13:56:27+08:00,0.942,5.09008,1
2024-01-24T13:56:43+08:00,0.94144,5.30382,1
2024-01-24T13:57:00+08:00,0.94144,5.46183,1
2024-01-24T13:57:16+08:00,0.942,5.60916,1
2024-01-24T13:57:33+08:00,0.942,5.72519,1
2024-01-24T13:57:49+08:00,0.942,5.80916,1
2024-01-24T13:58:06+08:00,0.94088,5.84886,1
2024-01-24T13:58:21+08:00,0.94088,5.89237,1
2024-01-24T13:58:38+08:00,0.942,5.9229,1
2024-01-24T13:58:55+08:00,0.942,5.95496,1
2024-01-24T13:59:10+08:00,0.942,5.97634,1
2024-01-24T13:59:26+08:00,0.942,5.99771,1
2024-01-24T13:59:42+08:00,0.94144,6.0145,1
2024-01-24T13:59:57+08:00,0.94144,6.03511,1
2024-01-24T14:00:14+08:00,0.942,6.05038,1
2024-01-24T14:00:30+08:00,0.942,6.06336,1
2024-01-24T14:00:45+08:00,0.94144,6.07557,1
2024-01-24T14:01:00+08:00,0.942,6.09008,1
2024-01-24T14:01:16+08:00,0.942,6.10076,1
2024-01-24T14:01:32+08:00,0.942,6.10916,1
2024-01-24T14:01:48+08:00,0.942,6.11832,1
2024-01-24T14:02:05+08:00,0.942,6.12824,1
2024-01-24T14:02:21+08:00,0.94144,6.1374,1
2024-01-24T14:02:37+08:00,0.942,6.14657,1
2024-01-24T14:02:52+08:00,0.942,6.14962,1
2024-01-24T14:03:09+08:00,0.942,6.15496,1
2024-01-24T14:03:25+08:00,0.942,6.16107,1
2024-01-26T12:12:36+08:00,0.94767,4,0
2024-01-26T12:12:52+08:00,0.94554,4.09278,0
2024-01-26T12:13:08+08:00,0.94979,4.68351,1
2024-01-26T12:13:24+08:00,0.95617,5.20541,1
2024-01-26T12:13:40+08:00,0.9551,5.48531,1
2024-01-26T12:13:56+08:00,0.94767,5.69716,1
2024-01-26T12:14:12+08:00,0.95882,5.83325,1
2024-01-26T12:14:28+08:00,0.80955,5.94304,1
2024-01-26T12:14:45+08:00,0.72722,6.02036,1
2024-01-26T12:15:00+08:00,0.77237,6.07758,1
2024-01-26T12:15:16+08:00,0.80212,6.13093,1
2024-01-26T12:15:32+08:00,0.81062,6.16572,1
2024-01-26T12:15:49+08:00,0.8154,6.19278,1
2024-01-26T12:16:05+08:00,0.81805,6.21211,1
2024-01-26T12:16:20+08:00,0.81805,6.2299,1
2024-01-26T12:16:35+08:00,0.81805,6.24304,1
2024-01-26T12:16:51+08:00,0.81911,6.25464,1
2024-01-26T12:17:07+08:00,0.82018,6.26392,1
2024-01-26T12:17:22+08:00,0.82177,6.27242,1
2024-01-26T12:17:37+08:00,0.82071,6.27938,1
2024-01-26T12:17:53+08:00,0.82336,6.28093,1
2024-01-26T12:18:08+08:00,0.82336,6.28711,1
2024-01-26T12:18:24+08:00,0.82283,6.28943,1
2024-01-26T12:18:39+08:00,0.82336,6.29485,1
2024-01-26T12:18:55+08:00,0.82336,6.29871,1
2024-01-26T12:19:11+08:00,0.82336,6.3018,1
2024-01-26T12:19:27+08:00,0.82336,6.30412,1
2024-01-26T12:19:43+08:00,0.82336,6.3049,1
2024-01-26T12:19:59+08:00,0.82336,6.30644,1
2024-01-26T12:20:15+08:00,0.82336,6.31108,1
2024-01-26T12:20:30+08:00,0.82336,6.31031,1
2024-01-26T12:20:46+08:00,0.82336,6.31186,1
2024-01-26T12:21:03+08:00,0.82443,6.3134,1
2024-01-26T12:21:19+08:00,0.82602,6.31495,1
2024-01-26T12:21:35+08:00,0.82761,6.31417,1
2024-01-26T12:21:50+08:00,0.82708,6.31804,1
2024-01-26T12:22:06+08:00,0.82815,6.31649,1
2024-01-26T12:22:22+08:00,0.82815,6.31881,1
2024-01-26T12:22:38+08:00,0.82868,6.32036,1
2024-01-26T12:22:54+08:00,0.82815,6.32036,1
2024-01-26T12:23:11+08:00,0.82868,6.32191,1
2024-01-26T12:23:26+08:00,0.82815,6.32036,1
2024-01-29T13:11:51+08:00,0.942,3.96748,0
2024-01-29T13:12:07+08:00,0.93646,3.96992,0
2024-01-29T13:12:23+08:00,0.93369,4.22683,0
2024-01-29T13:12:39+08:00,0.93507,4.68211,1
2024-01-29T13:12:56+08:00,0.93507,4.96667,1
2024-01-29T13:13:12+08:00,0.93369,5.24309,1
2024-01-29T13:13:28+08:00,0.93438,5.51707,1
2024-01-29T13:13:45+08:00,0.93507,5.65203,1
2024-01-29T13:14:01+08:00,0.93507,5.7748,1
2024-01-29T13:14:17+08:00,0.93507,5.92764,1
2024-01-29T13:14:34+08:00,0.93507,5.99187,1
2024-01-29T13:14:51+08:00,0.93507,6.03821,1
2024-01-29T13:15:08+08:00,0.93438,6.08293,1
2024-01-29T13:15:23+08:00,0.93438,6.11301,1
2024-01-29T13:15:39+08:00,0.93369,6.14228,1
2024-01-29T13:15:54+08:00,0.93507,6.16098,1
2024-01-29T13:16:10+08:00,0.93507,6.1748,1
2024-01-29T13:16:27+08:00,0.93507,6.19106,1
2024-01-29T13:16:43+08:00,0.93507,6.21138,1
2024-01-29T13:16:58+08:00,0.93438,6.22602,1
2024-01-29T13:17:14+08:00,0.93507,6.23252,1
2024-01-29T13:17:29+08:00,0.93438,6.24553,1
2024-01-29T13:17:46+08:00,0.93507,6.25447,1
2024-01-29T13:18:02+08:00,0.93507,6.26341,1
2024-01-29T13:18:18+08:00,0.93438,6.26748,1
2024-01-29T13:18:34+08:00,0.93507,6.27642,1
2024-01-29T13:18:50+08:00,0.93507,6.28374,1
2024-01-29T13:19:07+08:00,0.93507,6.28374,1
2024-01-29T13:19:23+08:00,0.93507,6.28699,1
2024-01-29T13:19:40+08:00,0.93507,6.28943,1
2024-01-29T13:19:57+08:00,0.93507,6.29431,1
2024-01-29T13:20:13+08:00,0.93507,6.29919,0
2024-01-29T13:20:30+08:00,0.93507,6.30325,0
2024-01-29T13:44:32+08:00,0.94734,3.99204,0
2024-01-29T13:44:49+08:00,0.95639,4.02626,0
2024-01-29T13:45:05+08:00,1.00163,4.30239,0
2024-01-29T13:45:22+08:00,0.99745,4.67878,0
2024-01-29T13:45:38+08:00,0.92158,4.94775,0
2024-01-29T13:45:55+08:00,0.89792,5.14271,0
2024-01-29T13:46:10+08:00,0.89792,5.28674,0
2024-01-29T13:46:26+08:00,0.89722,5.49443,1
2024-01-29T13:46:43+08:00,0.89235,5.66472,1
2024-01-29T13:46:58+08:00,0.89165,5.74509,1
2024-01-29T13:47:16+08:00,0.89096,5.84615,1
2024-01-29T13:47:32+08:00,0.89096,5.90504,1
2024-01-29T13:47:47+08:00,0.89096,5.96552,1
2024-01-29T13:48:03+08:00,0.89096,6.01804,1
2024-01-29T13:48:20+08:00,0.89096,6.05305,1
2024-01-29T13:48:36+08:00,0.89096,6.08886,1
2024-01-29T13:48:51+08:00,0.89096,6.11751,1
2024-01-29T13:49:07+08:00,0.89096,6.14695,1
2024-01-29T13:49:23+08:00,0.89096,6.16764,1
2024-01-29T13:49:40+08:00,0.89096,6.18276,1
2024-01-29T13:49:55+08:00,0.88887,6.20106,1
2024-01-29T13:50:11+08:00,0.88956,6.21379,1
2024-01-29T13:50:26+08:00,0.89096,6.22016,1
2024-01-29T13:50:42+08:00,0.89026,6.23289,1
2024-01-29T13:50:57+08:00,0.89026,6.24642,1
2024-01-29T13:51:13+08:00,0.89096,6.25676,0
2024-01-30T15:45:45+08:00,0.76326,3.99208,0
2024-01-30T15:46:01+08:00,0.76326,4.05303,0
2024-01-30T15:46:20+08:00,0.76267,4.38311,1
2024-01-30T15:46:36+08:00,0.76207,4.81609,1
2024-01-30T15:46:53+08:00,0.76267,5.11847,1
2024-01-30T15:47:08+08:00,0.76267,5.35594,1
2024-01-30T15:47:24+08:00,0.76207,5.52691,1
2024-01-30T15:47:39+08:00,0.76267,5.68206,1
2024-01-30T15:47:55+08:00,0.76207,5.80871,1
2024-01-30T15:48:11+08:00,0.76267,5.89182,1
2024-01-30T15:48:27+08:00,0.76207,5.96069,1
2024-01-30T15:48:44+08:00,0.76207,6.02876,1
2024-01-30T15:49:00+08:00,0.76089,6.07071,1
2024-01-30T15:49:17+08:00,0.76148,6.11662,1
2024-01-30T15:49:32+08:00,0.84011,6.14512,1
2024-01-30T15:49:48+08:00,0.92052,6.16491,1
2024-01-30T15:50:05+08:00,0.89451,6.19182,1
2024-01-30T15:50:27+08:00,0.88682,6.21478,1
2024-01-30T15:50:44+08:00,0.88564,6.22507,1
2024-01-30T15:51:00+08:00,0.88209,6.24248,1
2024-01-30T15:51:17+08:00,0.88091,6.25673,1
2024-01-30T15:51:33+08:00,0.88091,6.26385,1
2024-01-30T15:51:50+08:00,0.88091,6.27256,1
2024-01-30T15:52:06+08:00,0.88091,6.28047,1
2024-01-30T15:52:22+08:00,0.87913,6.28443,1
2024-01-30T15:52:38+08:00,0.87795,6.2876,1
2024-01-30T15:52:54+08:00,0.87913,6.29156,1
2024-01-30T15:53:10+08:00,0.87736,6.29789,1
2024-01-30T15:53:28+08:00,0.87559,6.29789,1
2024-01-30T15:53:45+08:00,0.875,6.30106,1
2024-01-30T15:54:02+08:00,0.875,6.3058,1
2024-01-30T15:54:17+08:00,0.875,6.3066,1
2024-01-31T16:59:28+08:00,0.83314,3.97931,0
2024-01-31T16:59:45+08:00,0.82914,3.95603,0
2024-01-31T17:00:02+08:00,0.82581,4.12845,1
2024-01-31T17:00:19+08:00,0.82647,4.4181,1
2024-01-31T17:00:36+08:00,0.82647,4.73621,1
2024-01-31T17:00:53+08:00,0.82514,5.26034,1
2024-01-31T17:01:10+08:00,0.82581,5.45,1
2024-01-31T17:01:26+08:00,0.82581,5.5681,1
2024-01-31T17:01:43+08:00,0.82647,5.69224,1
2024-01-31T17:01:59+08:00,0.82647,5.78793,1
2024-01-31T17:02:16+08:00,0.82647,5.86552,1
2024-01-31T17:02:31+08:00,0.82647,5.91034,1
2024-01-31T17:02:49+08:00,0.82647,5.9931,1
2024-01-31T17:03:05+08:00,0.82647,6.04655,1
2024-01-31T17:03:22+08:00,0.82647,6.08448,1
2024-01-31T17:03:39+08:00,0.82647,6.11207,1
2024-01-31T17:03:58+08:00,0.82647,6.13793,1
2024-01-31T17:04:15+08:00,0.82647,6.16293,1
2024-01-31T17:04:31+08:00,0.82647,6.18276,1
2024-01-31T17:04:46+08:00,0.82581,6.19914,1
2024-01-31T17:05:03+08:00,0.82647,6.21121,1
2024-01-31T17:05:18+08:00,0.82647,6.22414,1
2024-01-31T17:05:33+08:00,0.82647,6.23276,1
2024-01-31T17:05:48+08:00,0.82647,6.24397,1
2024-01-31T17:06:05+08:00,0.82647,6.25431,1
2024-02-01T11:50:48+08:00,0.85817,4,0
2024-02-01T11:51:04+08:00,0.85493,4.03271,0
2024-02-01T11:51:19+08:00,0.85234,4.21223,0
2024-02-01T11:51:35+08:00,0.85558,4.55691,0
2024-02-01T11:51:50+08:00,0.85363,4.83617,0
2024-02-01T11:52:06+08:00,0.85169,5.07553,0
2024-02-01T11:52:22+08:00,0.85428,5.26144,0
2024-02-01T11:52:38+08:00,0.85558,5.41383,0
2024-02-01T11:52:53+08:00,0.85363,5.54468,0
2024-02-01T11:53:09+08:00,0.85493,5.65957,0
2024-02-01T11:53:25+08:00,0.85493,5.75931,0
2024-02-01T11:53:40+08:00,0.85299,5.8375,0
2024-02-01T11:53:56+08:00,0.85428,5.91489,0
2024-02-01T11:54:12+08:00,0.85493,5.97633,1
2024-02-01T11:54:28+08:00,0.85428,6.0258,1
2024-02-01T11:54:43+08:00,0.85299,6.06968,1
2024-02-01T11:54:58+08:00,0.85299,6.10239,1
2024-02-01T11:55:14+08:00,0.85428,6.1383,1
2024-02-01T11:55:29+08:00,0.85428,6.16702,1
2024-02-01T11:55:45+08:00,0.85493,6.18697,1
2024-02-01T11:56:01+08:00,0.85428,6.2109,1
2024-02-01T11:56:17+08:00,0.85169,6.22766,1
2024-02-01T11:56:32+08:00,0.85428,6.24122,1
2024-02-01T11:56:48+08:00,0.85169,6.25638,1
2024-02-01T11:57:03+08:00,0.85039,6.26676,1
2024-02-01T11:57:18+08:00,0.85299,6.27633,1
2024-02-01T11:57:34+08:00,0.85169,6.28431,1
2024-02-01T11:57:50+08:00,0.85428,6.29468,1
2024-02-02T17:04:48+08:00,0.86033,3.99167,0
2024-02-02T17:05:04+08:00,0.83356,4.05,1
2024-02-02T17:05:20+08:00,0.83128,4.66083,1
2024-02-02T17:05:35+08:00,0.82444,5.17667,1
2024-02-02T17:05:50+08:00,0.81646,5.4575,1
2024-02-02T17:06:07+08:00,0.80678,5.68833,1
2024-02-02T17:06:23+08:00,0.80678,5.84917,1
2024-02-02T17:06:39+08:00,0.8045,5.99,1
2024-02-02T17:06:55+08:00,0.80678,6.07833,1
2024-02-02T17:07:15+08:00,0.80564,6.12833,1
2024-02-02T17:07:31+08:00,0.87686,6.20417,1
2024-02-02T17:07:46+08:00,0.8854,6.25667,1
2024-02-02T17:08:01+08:00,0.87344,6.30083,1
2024-02-02T17:08:17+08:00,0.86033,6.325,1
2024-02-02T17:08:33+08:00,0.84153,6.37917,1
2024-02-02T17:08:48+08:00,0.73043,6.56083,1
2024-02-02T17:09:04+08:00,0.6444,6.71583,1
2024-02-02T17:09:19+08:00,0.75379,6.53333,1
2024-02-02T17:09:35+08:00,0.75778,6.53083,1
2024-02-02T17:09:50+08:00,0.78342,6.58417,1
2024-02-02T17:10:06+08:00,1.04209,6.36,1
2024-02-02T17:10:21+08:00,0.99366,6.36583,1
2024-02-02T17:10:38+08:00,0.91218,6.37167,1
2024-02-02T17:10:53+08:00,0.88825,6.3725,1
2024-02-02T17:11:08+08:00,0.88882,6.37583,1
2024-02-02T17:11:24+08:00,0.8911,6.3775,1
2024-02-02T17:11:39+08:00,0.88882,6.3775,1
2024-02-02T17:11:54+08:00,0.88996,6.38,1
2024-02-02T17:12:10+08:00,0.89395,6.38167,1
2024-02-02T17:12:26+08:00,0.89281,6.38333,1
2024-02-02T17:12:42+08:00,0.89338,6.38667,1
2024-02-02T17:12:58+08:00,0.89167,6.38833,1
2024-02-02T17:13:13+08:00,0.89224,6.38917,1
2024-02-02T17:13:28+08:00,0.55665,6.39333,1
2024-02-02T17:13:43+08:00,0.29172,6.39167,1
2024-02-19T17:32:27+08:00,0.8893,4.58324,0
2024-02-19T17:32:43+08:00,0.88337,4.8933,1
2024-02-19T17:32:59+08:00,0.88436,5.23184,1
2024-02-19T17:33:15+08:00,0.88436,5.43212,1
2024-02-19T17:33:30+08:00,0.88436,5.58128,1
2024-02-19T17:33:46+08:00,0.88485,5.71788,1
2024-02-19T17:34:02+08:00,0.8893,5.82933,1
2024-02-19T17:34:18+08:00,0.8893,5.91983,1
2024-02-19T17:34:34+08:00,0.88732,5.98939,1
2024-02-19T17:34:50+08:00,0.88485,6.05223,1
2024-02-19T17:35:06+08:00,0.88831,6.10251,1
2024-02-19T17:35:22+08:00,0.88634,6.14441,1
2024-02-19T17:35:37+08:00,0.88683,6.17542,1
2024-02-19T17:35:53+08:00,0.88584,6.20475,1
2024-02-19T17:36:09+08:00,0.88584,6.22821,1
2024-02-19T17:36:24+08:00,0.88683,6.24665,1
2024-02-19T17:36:40+08:00,0.8814,6.26257,1
2024-02-19T17:36:56+08:00,0.88535,6.27346,1
2024-02-19T17:37:11+08:00,0.88634,6.2852,1
2024-02-19T17:37:26+08:00,0.88634,6.29441,1
2024-02-19T17:37:47+08:00,0.88683,6.2986,1
2024-02-19T17:38:03+08:00,0.88634,6.31117,1
2024-02-19T17:38:19+08:00,0.88337,6.31453,1
2024-02-19T17:38:35+08:00,0.88732,6.31955,1
2024-02-19T17:38:51+08:00,0.88041,6.32207,1
2024-02-19T17:39:07+08:00,0.88535,6.33128,1
2024-02-19T17:39:23+08:00,0.87991,6.32961,1
2024-02-19T17:39:38+08:00,0.8814,6.33212,1
2024-02-19T17:39:54+08:00,0.87893,6.32961,1
2024-02-19T17:40:10+08:00,0.87893,6.33547,1
2024-02-20T17:47:17+08:00,0.76349,4.08974,0
2024-02-20T17:47:33+08:00,0.75418,4.3812,0
2024-02-20T17:47:49+08:00,0.74953,4.66154,1
2024-02-20T17:48:05+08:00,0.74953,4.80342,1
2024-02-20T17:48:20+08:00,0.75011,4.92222,1
2024-02-20T17:48:36+08:00,0.75011,5.03162,1
2024-02-20T17:48:52+08:00,0.75011,5.12479,1
2024-02-20T17:49:08+08:00,0.75011,5.21282,1
2024-02-20T17:49:24+08:00,0.75011,5.2812,1
2024-02-20T17:49:39+08:00,0.75011,5.35214,1
2024-02-20T17:49:55+08:00,0.75011,5.4188,1
2024-02-20T17:50:11+08:00,0.75011,5.47949,1
2024-02-20T17:50:27+08:00,0.73209,5.5906,1
2024-02-20T17:50:43+08:00,0.73209,5.67179,1
2024-02-20T17:50:59+08:00,0.73267,5.72906,1
2024-02-20T17:51:14+08:00,0.73267,5.78205,1
2024-02-20T17:51:30+08:00,0.73267,5.82222,1
2024-02-20T17:51:46+08:00,0.74837,5.8906,1
2024-02-20T17:52:02+08:00,0.84954,5.78547,1
2024-02-20T17:52:17+08:00,0.88618,5.78205,1
2024-02-20T17:52:33+08:00,0.88967,5.81538,1
2024-02-20T17:52:49+08:00,0.88967,5.84786,1
2024-02-20T17:53:04+08:00,0.88385,5.86923,1
2024-02-20T17:53:20+08:00,0.88269,5.88889,1
2024-02-20T17:53:36+08:00,0.88036,5.90427,1
2024-02-20T17:53:53+08:00,0.88153,5.9188,1
2024-02-20T17:54:09+08:00,0.8792,5.92991,1
2024-02-20T17:54:24+08:00,0.87804,5.94188,1
2024-02-20T17:54:40+08:00,0.87804,5.95128,1
2024-02-20T17:54:55+08:00,0.8792,5.95897,1
2024-02-20T17:55:11+08:00,0.87804,5.96667,1
2024-02-20T17:55:26+08:00,0.87513,5.9735,1
2024-02-20T17:55:42+08:00,0.87746,5.97521,1
2024-02-21T10:42:41+08:00,0.8478,5.82846,0
2024-02-21T10:42:57+08:00,0.84166,5.89187,0
2024-02-21T10:43:12+08:00,0.84166,5.96016,0
2024-02-21T10:43:28+08:00,0.84104,6.02033,0
2024-02-21T10:43:43+08:00,0.84043,6.06992,0
2024-02-21T10:44:00+08:00,0.84166,6.11382,1
2024-02-21T10:44:16+08:00,0.84104,6.15528,1
2024-02-21T10:44:31+08:00,0.84104,6.18618,1
2024-02-21T10:44:47+08:00,0.84104,6.20894,1
2024-02-21T10:45:03+08:00,0.84166,6.23089,1
2024-02-21T10:45:19+08:00,0.84104,6.24959,1
2024-02-21T10:45:35+08:00,0.83981,6.26585,1
2024-02-21T10:45:50+08:00,0.84104,6.27724,1
2024-02-21T10:46:06+08:00,0.84166,6.29187,1
2024-02-21T10:46:22+08:00,0.83858,6.30081,1
2024-02-23T13:24:22+08:00,0.82831,3.9642,0
2024-02-23T13:24:37+08:00,0.83875,4.18239,0
2024-02-23T13:24:53+08:00,0.84989,4.66307,0
2024-02-23T13:25:08+08:00,0.84989,4.93494,0
2024-02-23T13:25:23+08:00,0.84362,5.21534,0
2024-02-23T13:25:39+08:00,0.84641,5.44716,0
2024-02-23T13:25:55+08:00,0.84989,5.61165,0
2024-02-23T13:26:11+08:00,0.84502,5.69602,0
2024-02-23T13:26:27+08:00,0.84293,5.76591,0
2024-02-23T13:26:44+08:00,0.83945,5.93636,0
2024-02-23T13:26:59+08:00,0.84154,5.97898,1
2024-02-23T13:27:15+08:00,0.84362,6.05398,1
2024-02-23T13:27:30+08:00,0.84502,6.00966,1
2024-02-23T13:27:47+08:00,0.8471,6.09915,1
2024-02-23T13:28:02+08:00,0.84154,6.18437,1
2024-02-23T13:28:18+08:00,0.84571,6.15795,1
2024-02-23T13:28:34+08:00,0.84362,6.23551,1
2024-02-23T13:28:50+08:00,0.84223,6.23125,1
2024-02-23T13:29:06+08:00,0.84432,6.21165,1
2024-02-23T13:29:21+08:00,0.84641,6.21676,1
2024-02-23T13:29:37+08:00,0.84432,6.18523,1
2024-02-23T13:29:53+08:00,0.8485,6.27898,1
2024-02-23T13:30:09+08:00,0.8471,6.32756,1
2024-02-23T13:30:24+08:00,0.84362,6.26619,1
2024-02-23T13:30:40+08:00,0.84362,6.2858,1
2024-02-23T13:30:55+08:00,0.83806,6.27727,1
2024-02-23T13:31:11+08:00,0.84223,6.30114,1
2024-02-27T13:51:50+08:00,0.88156,4.15437,0
2024-02-27T13:52:06+08:00,0.88156,4.43883,0
2024-02-27T13:52:23+08:00,0.88156,4.74951,0
2024-02-27T13:52:39+08:00,0.88156,4.99806,0
2024-02-27T13:52:55+08:00,0.88156,5.17282,0
2024-02-27T13:53:12+08:00,0.88156,5.32136,0
2024-02-27T13:53:27+08:00,0.88094,5.45728,0
2024-02-27T13:53:43+08:00,0.88156,5.54951,0
2024-02-27T13:53:59+08:00,0.88156,5.63204,0
2024-02-27T13:54:16+08:00,0.87969,5.70097,0
2024-02-27T13:54:31+08:00,0.87906,5.75534,0
2024-02-27T13:54:47+08:00,0.87844,5.80194,0
2024-02-27T13:55:02+08:00,0.88031,5.8466,0
2024-02-27T13:55:17+08:00,0.87906,5.88447,0
2024-02-27T13:55:33+08:00,0.88031,5.9165,0
2024-02-27T13:55:49+08:00,0.87969,5.9466,0
2024-02-27T13:56:05+08:00,0.87906,5.97379,0
2024-02-27T13:56:21+08:00,0.87969,5.99903,0
2024-02-27T13:56:36+08:00,0.88156,6.0165,0
2024-02-27T13:56:52+08:00,0.87969,6.03398,0
2024-02-27T13:57:08+08:00,0.87906,6.0466,0
2024-02-27T13:57:23+08:00,0.87593,6.06214,0
2024-02-27T13:57:39+08:00,0.87719,6.07379,0
2024-02-27T13:57:55+08:00,0.87781,6.08447,0
2024-02-27T13:58:10+08:00,0.87593,6.09417,0
2024-02-27T13:58:26+08:00,0.87656,6.10291,0
2024-02-27T13:58:42+08:00,0.87719,6.10874,0
2024-02-27T13:58:58+08:00,0.87844,6.1165,0
2024-02-27T13:59:13+08:00,0.87656,6.12427,0
2024-02-27T13:59:29+08:00,0.87593,6.12913,0
2024-02-27T13:59:44+08:00,0.87531,6.13592,0
2024-02-27T13:59:59+08:00,0.87531,6.14078,0
2024-02-27T14:00:15+08:00,0.87593,6.14563,0
2024-02-27T14:00:31+08:00,0.87844,6.15534,0
2024-02-27T14:00:46+08:00,0.87969,6.15534,0
2024-02-27T14:01:02+08:00,0.87781,6.15922,0
2024-02-27T14:01:17+08:00,0.87531,6.16505,0
2024-02-27T14:01:34+08:00,0.87593,6.1699,0
2024-02-27T14:01:50+08:00,0.87531,6.17476,0
2024-02-27T14:02:05+08:00,0.87531,6.17476,0
2024-02-27T14:02:20+08:00,0.87593,6.17573,0
2024-02-27T14:02:37+08:00,0.87593,6.18447,0
2024-02-27T14:02:54+08:00,0.87593,6.18447,0
2024-02-27T14:03:10+08:00,0.87593,6.18641,0
2024-02-27T14:03:26+08:00,0.87656,6.18835,0
2024-02-27T14:03:42+08:00,0.87593,6.19417,0
2024-02-27T14:03:58+08:00,0.87593,6.19417,0
2024-02-27T14:04:14+08:00,0.87531,6.19806,0
2024-02-27T14:04:30+08:00,0.87531,6.20097,0
2024-02-27T14:04:46+08:00,0.87531,6.20388,0
2024-02-27T14:05:02+08:00,0.87593,6.20485,0
2024-02-27T14:05:18+08:00,0.87531,6.2068,0
2024-02-27T14:05:34+08:00,0.87531,6.21165,0
2024-02-27T14:05:50+08:00,0.87531,6.21262,0
2024-02-27T14:06:06+08:00,0.87531,6.21359,0
2024-02-27T14:06:22+08:00,0.87531,6.21359,0
2024-02-27T14:06:38+08:00,0.87531,6.2165,0
2024-02-27T14:06:55+08:00,0.87531,6.21553,0
2024-02-27T14:07:11+08:00,0.87531,6.22136,0
2024-02-27T14:07:26+08:00,0.87531,6.22233,0
2024-02-27T14:07:42+08:00,0.87531,6.2233,0
2024-02-27T14:07:58+08:00,0.87531,6.2233,0
2024-02-27T14:08:13+08:00,0.87531,6.22718,0
2024-02-27T14:08:29+08:00,0.87531,6.2301,0
2024-02-27T14:08:46+08:00,0.87531,6.23301,0
2024-02-27T14:09:02+08:00,0.87531,6.23301,0
2024-02-27T14:09:17+08:00,0.87531,6.23398,0
2024-02-27T14:09:33+08:00,0.87531,6.23495,0
2024-02-27T14:09:49+08:00,0.87531,6.24078,0
2024-02-27T14:10:04+08:00,0.87531,6.24272,0
2024-02-27T14:10:19+08:00,0.87531,6.2466,0
2024-02-27T14:10:35+08:00,0.87531,6.24757,0
2024-02-27T14:10:51+08:00,0.87531,6.24854,0
2024-02-27T14:11:06+08:00,0.87531,6.24951,0
2024-02-27T14:11:22+08:00,0.87531,6.25243,0
2024-02-27T14:11:38+08:00,0.87531,6.25534,0
2024-02-27T14:11:54+08:00,0.87531,6.25825,0
2024-02-27T14:12:09+08:00,0.87531,6.26214,0
2024-02-27T14:12:25+08:00,0.87531,6.26699,0
2024-02-27T14:12:40+08:00,0.87531,6.26893,0
2024-02-27T14:12:55+08:00,0.87531,6.2699,0
2024-02-27T14:13:11+08:00,0.87531,6.27087,0
2024-02-27T14:13:27+08:00,0.87531,6.27282,0
2024-02-27T14:13:42+08:00,0.87531,6.27476,0
2024-02-27T14:13:59+08:00,0.87531,6.27379,0
2024-02-27T14:14:15+08:00,0.87531,6.27379,0
2024-02-27T14:14:31+08:00,0.87531,6.27476,0
2024-02-27T14:14:46+08:00,0.87531,6.28058,0
2024-02-27T14:15:02+08:00,0.87531,6.27767,0
2024-02-27T14:15:18+08:00,0.87531,6.27767,0
2024-02-27T14:15:34+08:00,0.87531,6.27476,0
2024-02-27T14:15:50+08:00,0.87531,6.27864,0
2024-02-27T14:16:05+08:00,0.87531,6.28155,0
2024-02-27T14:16:20+08:00,0.87531,6.27961,0
2024-02-27T14:16:36+08:00,0.87531,6.27864,0
2024-02-27T14:16:51+08:00,0.87531,6.28058,0
2024-02-27T14:17:07+08:00,0.87531,6.27767,0
2024-02-27T14:17:23+08:00,0.87531,6.2767,0
2024-02-28T14:32:04+08:00,0.96781,5.37559,0
2024-02-28T14:32:19+08:00,0.96523,5.47176,0
2024-02-28T14:32:36+08:00,0.96523,5.61824,0
2024-02-28T14:32:52+08:00,0.96458,5.72853,0
